Name,Ticker,"Sub-Sector","Market Cap","Promoter Holding Change – 3M","Promoter Holding","Retail Investor Holding","Pledged Promoter Holdings","No. of Shareholders","MF Holding Change – 3M","Insider Trades - 6M Cumulative","Mutual Fund Holding","Insider Trades - 3M Cumulative","Insider Trades - 1M Cumulative","Insurance Firms Holding","FII Holding Change – 6M","FII Holding Change – 3M","Foreign Institutional Holding","DII Holding Change – 6M","DII Holding Change – 3M","Domestic Institutional Holding","Promoter Holding Change – 6M "," MF Holding Change – 6M","Bulk Deals - 6M Cumulative","Bulk Deals - 3M Cumulative","Bulk Deals - 1M Cumulative"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1651934.01878253","-0.04811086445857171","50.56710365506743","7.656367630600284","0","3485825","0.04011193971078075",,"5.681866234101257",,,"8.371235609634788","-0.6505645348083213","-0.3143105748794923","23.58200187165735","0.7707666407338643","0.32153168778372176","14.998460272449673","-0.09757573293818211","0.48931796466677113",,,
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","1211548.50011403","0","72.29704651102202","4.702293612754914","0.3452558795216456","2703966","-0.03956869834306165",,"3.339061536592424",,,"5.130464261453811","-1.0947389614581393","-0.44299468216293825","13.054555438186247","0.7727112062058499","0.2241089332746018","8.581743025448361","0","0.11590452190133771",,,
HDFC Bank Ltd,HDFCBANK,"Private Banks","892112.9969638401","-0.08727614179596088","25.642139227024856","10.29289465603716","0","2520911","-0.025811548737951995","0.09549347886740779","18.004129156364783","0.013832374574811904","0","7.873983723156912","-3.48618737685031","-0.18302144157878075","32.1288179497755","3.1460076319973176","0.5959362591765398","27.704126831383746","-0.1386035131169301","1.726560594890806",,,
Infosys Ltd,INFY,"IT Services & Consulting","618870.75053632","-0.0006444468385478075","13.11085905700186","7.522162851646283","0","2893209","0.2307543361872746","-0.014679897496686207","15.21407049282587","-0.007699904709738137","0","10.705659246363899","-1.9978161534370997","-0.4226834850882284","31.30156385432602","10.901031920463684","9.126799211313013","28.00087190075306","-0.0033936950744468675","1.7239834579655557",,,
ICICI Bank Ltd,ICICIBANK,"Private Banks","613335.51096693","0","0","6.659585259199903","0","1797478","-0.3985599052316715",,"28.78766437014487",,,"12.705844671272304","0.8087384782747051","1.2160792899905246","44.762636920100526","0.21595632902675987","-0.5318882863599157","44.79451587609615","0","-0.05815953453732803",,,
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","607063.89436294","0","61.900675301370775","10.737064785696331","0","1139754","0.06304722118940154","-0.0001416842177548071","3.7053101281068686","-0.00006507514837702014","0","7.256536775458948","0.38063309753660235","0.7386663919249798","14.042696588816305","0.14017037998330828","-0.4456441922195058","11.74590089193139","0","0.06884418690862448",,,
State Bank of India,SBIN,"Public Banks","540028.25602434","-0.04752528094014252","57.51794495409962","5.910268473222217","0","2837266","0.11396795769167412",,"13.29814557178421",,,"10.49068802983197","-0.015483712918893389","0.33533339451662947","9.954544813739616","0.7356624790099211","0.30980806554686424","25.396029854345077","-0.06931217541315249","0.13519653722199365",,,
Housing Development Finance Corporation Ltd,HDFC,"Home Financing","478905.56153624004","0","0","7.572747314004589","0","839491","-0.12099575714390376",,"11.587107470306735",,,"8.168010101070013","-1.417627605866997","0.02477890189591392","67.77240084573559","2.1048557992761765","0.06622534485249076","21.091958347918393","0","0.5265425218977349",,,
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","465889.4401994","-0.7991228952275193","55.133313049359145","1.2598995330065013","0","779996","-1.4049029950280296","0.010617242745027585","10.743061695910088","0.004059130125450305","0","6.733327792120507","2.51988640073019","3.3390419621406338","21.876172315902988","-0.613592224555024","-1.3313744558333909","18.888623847350562","-0.7991228952275193","-0.9336799838558516","0.05329233797484734","0","0"
Life Insurance Corporation Of India,LICI,"Insurance","460333.33267877996","0","96.49999999264823","1.9309386939491","0","3603679","-0.1047691289903917",,"0.6386957578437229",,,"0.08124874099460166",,"0.052610754300731075","0.1766980721310463",,"-0.14899404625095847","0.9081535000545291",,,,,
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","436597.62932058","0.3496610596753982","72.62708832020526","1.9419219500925387","1.9315712585163327","263609","-0.5243961510104516","0.3624389393782272","1.2692195414078018","0","0","4.026943847189427","-1.0242284986866022","-0.23247126263132856","15.594571858320128","-0.3692595596610637","-0.3543331603443223","5.324116957600781","-2.2916175305757065","-0.7282305947172003",,,
ITC Ltd,ITC,"FMCG - Tobacco","413888.443638345","0","0","11.470492402793647","0","2896358","-0.41217982545055243",,"9.588237052497952",,,"20.723265916594563","30.697559899055133","30.01154634225962","42.68812075692134","-0.378015353917057","-0.4245297774335839","42.39414143782765","0","-0.5026953310092495",,,
Adani Total Gas Ltd,ATGL,"Gas Distribution","399637.98985971","0","74.80050353384512","1.6285658112119707","0","142697","0.005922567996678389","-0.0007154871665238224","0.038539472091746595","0","0","5.778470117917623","-0.3997964801346505","-0.11958146413902071","17.43506355905995","0.6296929903669559","0.2256671436608384","5.817300913034091","0","0.00962620743676161",,,
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","368509.30558332003","0.000007102399038672047","55.863861961881845","7.484420726674755","0","767722","0.32143591586367926","0.05181277058452215","8.718207368093836","0.051137130570885425","0","2.340726418144398","-0.9098554710852547","0.5178710952663899","20.496546621163898","0.9323008689274843","0.12831227130388712","12.157226805069058","3.3034414315125105e-7","0.642553545147365",,,
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","362046.16158597","-0.005738080230507592","25.960389077004308","4.4174390836454664","0","554779","0.9379706150801237","-0.0014781360023785614","9.928047377650254","0.00027984617388909636","0","8.431662855026484","0.06355402230270357","0.375849700964082","40.92640896036529","3.3641805715767674","2.6781061418334993","19.96387209785478","-0.01695408498617823","0.6674331659873047",,,
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","294630.040908","0.25252638790906445","60.751744826282525","1.0273382791081889","2.5923375669573865","385297","-0.018115348263711528","0.25575853437859913","0.11400883662942168","0","0","1.1518469635822708","-1.2822056608478185","-0.6608046328201613","15.24777921882988","0.47593748671014424","0.28618156906250003","1.2660617303327792","-0.5218177782737499","-0.0224160047089835",,,
Larsen & Toubro Ltd,LT,"Construction & Engineering","293348.681049345","0","0","19.109826941136486","0","1478383","-0.310215229354899","-0.0018799610319536416","17.936406692673454","-0.0009063869062591666","0","20.039633810051225","-0.3064503355164554","1.024173075421281","22.1096254137409","7.129438810293941","6.005942204697156","40.62132320044584","0","0.26961649339157745",,,
Axis Bank Ltd,AXISBANK,"Private Banks","292010.392901185","-0.015938040207750248","9.685666194016154","4.6467885089041605","0","850806","0.46775030151146524",,"23.688018338862157",,,"5.699799008404163","-0.8134753435926854","-0.4587788689097039","46.1185813125999","1.756515268385833","0.788043668168374","32.25605584923478","-0.012842269778769122","0.9787610347393958","-0.5433671067176216","-0.5433671067176216","0"
Asian Paints Ltd,ASIANPAINT,"Paints","288069.134756985","0","52.62576595386026","12.133419323245105","5.595097023732717","911680","0.17682046577692878",,"3.7016607388138376",,,"4.195095257673603","-0.8830633356651063","0.05373104539784279","18.563400985317116","1.2123022093284854","0.364966228706594","8.782604472014057","0","0.5229903626029002",,,
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","284913.56362844503","0.00000896464867139457","73.86544022718614","0.6581992075693427","4.718098809797393","127095","-0.021719730097055245","0.000009092478923927087","0.1293732376727746","0","0","3.462770360457846","-0.6330124370318693","-0.07557790497851258","19.933146347675326","0.3751734459789038","0.16203647299047308","3.5924821929109867","-1.0532656235948252","-0.02236486927818704",,,
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","282673.90147336","0","60.71507602130429","3.936487415394755","0","1089317","-0.19895778620428572","0","10.041283296219984","0","0","5.625638337797303","-1.7975795197389388","-0.7341651712794821","17.173277855359938","1.8585981399968592","0.9978937356682582","16.538302558467223","0","0.3828969910589137",,,
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","255592.9595666","0","56.37040789782682","2.9719085066389357","0","392551","1.2165582859060606",,"10.588500280356142",,,"6.272155467659799","-0.721608702010986","-0.04778335915320042","21.84501386817786","1.9020653001724135","0.15180644495369933","18.159140659598652","0","2.367555144156155",,,
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","249898.52029398","0","74.98705379336903","3.654790983490277","0","747199","0.018650311856657886","-0.02745059392880788","6.350837346931789","-0.010140717276032014","0","0.47915348393875423","-0.1055603143346655","0.1263956451796613","8.720639411335075","0.29576024297003656","0.1888432840918144","7.065975351605703","0","0.10115338081339154",,,
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","243820.4196514","0","54.47903487190035","4.955647772682611","2.199246360336256","643512","0.3803705240873487","-0.005080574472683987","12.216306629332378","-0.0013337028968489549","0","6.362084740506241","1.557423513899769","1.050350839507832","15.99698011320195","-0.3077819517630722","0.04864051975202344","19.708451129689493","0","0.5877153951538503",,,
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","233585.258578825","-0.054989094590240484","60.74623503465995","5.885740649453516","0.0063007926856762176","563432","-0.5736260076139001","0","3.850166296100617","0","0","2.251339022035861","-1.2900267972222759","-0.1723275585691768","7.2111226871190715","0.3082712420323501","-0.42165250865953663","7.278542173366398","-0.01973277867253387","-0.12311481302666039",,,
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","227459.6920536","0","52.89583698849282","9.666808840543313","0","666373","-0.217967579039529",,"5.134040837041208",,,"5.547784840439504","-1.3625381364359193","0.26824038347252355","17.04236209314189","1.689500093130535","0.6394115222521588","11.89726544058763","0","0.5761622821423567",,,
Wipro Ltd,WIPRO,"IT Services & Consulting","211834.91743857","-0.042514541345141765","72.95451407784775","5.029732961793724","0","2670785","-0.4304244349712545","0.0017955625874004348","2.8660771044662052","0.000307839915323666","0","4.631589798669362","0.7679483790549373","1.9318622674926003","8.878329068704325","4.713953353235824","4.5277333775098505","7.960535707463885","-0.04619850059764019","-0.26858311320961326",,,
UltraTech Cement Ltd,ULTRACEMCO,"Cement","202000.7207218","-0.00022556776480087137","59.95841410740822","5.882057816822808","0","415403","-0.11969780923508644",,"12.67769423222728",,,"4.361213738087935","0.5404677109008578","1.4519255277686636","14.574694381528253","1.0209042615991706","-0.7547762594061247","17.405247014436974","-0.00022556776480087137","1.3168306948019026",,,
Nestle India Ltd,NESTLEIND,"FMCG - Foods","190671.7199616","0","62.76474573916975","9.531023967088519","0","191248","0.02512557185179265",,"4.032236819150937",,,"4.068303553333567","0.040551480217187574","0.39723192015708264","12.04946608496897","0.26298928278455946","-0.2700213313771407","8.865457162606145","0","0.155968348562594",,,
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","184301.0903679","8.743844048808569e-7","58.892707957279974","2.760700897912965","0","1658804","0.7602704394222339",,"7.889196040471409",,,"10.262717359915484","-0.9443682374182742","-1.0119531046598933","8.961995632515695","2.1671588963619364","0.708898550975448","18.530885641140195","-0.01619341643092298","1.8932692995112852",,,
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","180364.20888253002","0.17602862898181115","45.191333480532705","3.9384210651470415","6.874632915151089","667169","-0.5049146448554771","-0.06751911359776436","1.7666018495193596","-0.028856923889690946","0","7.427370256723462","-0.834633228568924","0.13995467455173483","10.748148480822875","1.3111445474952212","0.17481417623623763","9.245915279452129","0.17856873657745354","-0.06494310465122477",,,
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","177044.9879322",,"64.55861879755147","2.7891851188304","11.49236920961119","733148",,"0.03787682918136583","4.73061477070865","0.03787209516946965","0","9.970700935628935",,,"14.054235941753273",,,"15.00247624117531",,,,,
NTPC Ltd,NTPC,"Power Generation","164746.35761666","0","51.103608008372824","1.7795221946949626","0","988625","0.28471579425836424",,"18.338270240789132",,,"11.509016785541725","0.21508903897257703","0.9478431218512657","14.950990742237305","0.5484870290987374","-0.014193022436593594","31.313953332406236","0","0.6122039181265677",,,
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","0","7.670152580605952","28.368661247506445","0","496044","2.8752331825461255",,"27.505639613899074",,,"0.5922792227322929","-0.20990185275169182","0.4013442236128384","17.067472119175502","5.68466064350595","5.214551029813602","31.01167648020632","0","3.3400623936662903",,,
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","149775.988491465","-0.06289082192730788","19.38481197316958","6.949805944619766","0.011563479466202136","649341","0.19565098821844806","-0.035444391494538346","15.00972218946247","-0.015675044486560694","0","12.001035912656054","0.973098079479449","0.33281692442538713","38.27125375723569","-0.2762101563046535","-0.4184810402067498","28.510251393339185","-0.08743059519886032","1.1513088363912036",,,
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","145647.45580032","0","51.33950841360026","2.4389308668117464","0","823239","-0.12741483848123103",,"8.31162078367963",,,"4.929491170023051","2.3383755890863362","1.4453937825362075","31.691403025729052","-2.2047589597187756","-1.3653234543597357","13.811617378596052","0","0.06651824749539159",,,
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","142689.02263","0","64.92182744072105","1.4809531067358466","55.86546492702681","303389","0.00683908126226683",,"0.09661516680752388",,,"2.853550773326227","0.020871583896979296","-0.04479401436909247","0.8147549332961607","0.004492276204470791","0.00425160798510138","2.95209715526804","0","-0.010487279185311199",,,
Tata Steel Ltd,TATASTEEL,"Iron & Steel","142464.18818835","0.00006721079048332967","33.92134965135356","19.568967540565925","0.5255703714389027","3371417","-1.9069028941429735","0.00008186521486310454","7.306103316266688","0.00008186521486310454","0","9.422583216589992","-1.3538809343376563","-0.43014647222193503","21.51895841291488","-2.0911385916085763","-0.6977044263387704","18.31526965158252","0.00006721079048332967","-2.776795864421988",,,
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","139054.44975541002","-0.003673424193777919","46.39577546483723","14.987816523661888","0.8449569185094166","3976830","-0.2902846618895607",,"6.536216009443432",,,"7.242801638804459","-0.317828068926298","0.4259872681395329","14.134002890935676","0.44598832501468166","-0.34477281560203465","14.828653347628048","-0.007170867905870182","0.06371463631587826",,,
Coal India Ltd,COALINDIA,"Mining - Coal","134439.918453505","5.638321922516283","71.7719292591228","3.4713099694970815","0","1256338","-0.22705143303705277",,"9.53132881821039",,,"13.08649306991308","1.9821536853248594","1.791765688687149","8.525653067461423","0.5009433170180273","0.46971675797000145","22.985059109195475","5.638321922516283","-0.3153795031898685",,,
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","130981.470679725","-1.1966160178964316","50.32115580267532","5.989450648227185","0","1035193","-0.0599601121681399","-0.3616562795604621","4.757265928466505","-0.01728868127299042","0","1.4964183036306062","2.5028802340141993","1.1487246495432224","28.807974936314874","-0.9450583428656811","-0.05408040506468925","6.868045033602274","-1.2101116447280873","-0.8901000616973986",,,
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","127994.7585995","0","69.94135183635535","8.972153493529742","0","575479","0.07348234734696923","-0.0006689115666742081","4.043938906425048","-0.00035412965294516897","0","3.400800650876812","-0.22872750258804508","0.20904804151179235","11.337423577207861","0.44392251495914703","0.27044478451116394","7.7483140580951435","-0.0014496339476863795","0.041852610596330386",,,
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","126861.19232436","-0.01675597664675621","55.46042033826307","1.9592998339177257","0","393398","-0.2950317516357721",,"11.68636655439026",,,"2.640166229529299","0.18092492867681642","0.43029158788713673","24.326357848763084","3.192918122309056","3.3608452772210207","15.654029407988812","-0.02275710453737645","-0.18642144154438967",,,
LTIMindtree Ltd,LTIM,"IT Services & Consulting","126007.38104976","2.010452075573852","76.01372587454041","8.265189151439085","0","592724","1.5212375901397124","0.08974561049882013","6.263856667288499","0.09089009864846936","0","4.535248197106996","2.2959541950296902","2.5779432568865612","10.71267219604725","3.0020265962004213","2.9772042992027092","11.100349559994873","1.9872909653565927","1.1737597480340112",,,
Vedanta Ltd,VEDL,"Metals - Diversified","115479.21347742","0","69.68553262342539","8.685721415844798","69.68121065954035","1326953","-1.2844462053031322",,"0.8187477904919366",,,"9.495561289474443","-1.2510282207678127","-0.5866547572837675","8.095553233570069","-1.2383248116943246","-1.1956035319528144","10.369925257047823","0","-1.1085442444073546",,,
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","111698.99560953","0","51.498314593674124","5.109457431641461","0","1799117","-0.3819372425928971",,"2.0942559779744494",,,"8.969403933615332","-1.1342090662021214","-0.9685759583568672","7.223282776870038","0.056394030636766956","-0.12157194740559873","11.38077686539682","0","-0.19858783089279175",,,
Grasim Industries Ltd,GRASIM,"Cement","111566.07137088","-0.005488259624961245","42.75110883694973","8.139019898686586","0","257355","-0.9035236522145356","0.06565502097230128","4.183972732729206","0","0","10.356535227100236","3.199858952846407","4.421913319664991","15.909211880964733","2.440572812975118","1.5171614143973624","16.869960933924936","-0.005488259624961245","-0.09519341174283547",,,
Adani Power Ltd,ADANIPOWER,"Power Generation","111369.111921375","0","74.97169675831796","5.368719369623021","18.752408841931935","1476872","0.0007702740555259415",,"0.0008815280853573668",,,"0","-3.6456763550304814","-4.335785957675601","13.225513050713342","0.00015253028606345255","0.003552169274540766","0.0037338936966075245","0","-0.0026293649329513715",,,
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","104300.71365089","-0.000036766629918361105","34.641915259840125","5.803537538204371","0","745952","-1.0943282284038212",,"12.052818577210397",,,"13.11413066208006","-3.998139784239548","0.09502764422021315","24.851103715211185","11.333928657949915","9.029796917340555","30.550982397874183","-0.000036766629918361105","1.5163320191793552",,,
Ambuja Cements Ltd,AMBUJACEM,"Cement","104196.733391775","0.021127477175475917","63.21615925650038","5.55010790265148","63.21615925650038","498485","0.3177747000996929","0.034872392605033685","7.365045542619441","-0.0005036146363888048","0","7.669410243334091","-1.9248880142324616","-1.7741841267949212","11.04923317540984","0.27231652252531546","1.5419110059446943","16.51427531056254","0.030225208297821382","-0.1764121106704195",,,
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","103891.31343072","0","50.54749588131765","11.925295473506402","0","286831","0.69665997055918",,"5.920236177533302",,,"2.620915290570246","0.01004449336080171","0.5311425460493133","17.18456338479681","8.321953670482229","7.517806743648819","16.25367084425258","0","0.7466250352848425",,,
Siemens Ltd,SIEMENS,"Conglomerates","103103.9362276","0","74.99992186628081","7.362728076222455","0","136012","0.5502944503956959","-0.0000946309554900212","3.363886729778962","-0.0000946309554900212","0","5.491941198346048","0.5147528044985812","0.6047600409586362","6.026992483199249","0.04900451393869609","-0.11156343803022395","9.533772517376187","0","0.8393338929851102",,,
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","102463.10369217","1.077904418553267","54.84364074883721","5.868191633170475","0.00487239553194632","225518","-0.9432315159548637","-0.0004893439480421783","3.604936412788363","-0.0003165530059368894","0","6.710556626561738","1.0742362987580751","0.4065385770204699","11.561994371533611","-1.5705646813777854","-0.7943459540328366","11.606044042035132","1.0779735349301092","-1.193223377501491",,,
Dabur India Ltd,DABUR,"FMCG - Personal Products","101477.7524006","-0.0013511805993857706","67.23562169583151","3.8937598839660916","0","457490","-0.2408576026482363",,"2.528427575702622",,,"3.096404464518295","-0.18471634026234085","0.013795545829566436","20.242862621756828","2.848604802685777","2.644133209518741","6.682482476114543","-0.14293484732426975","0.18353196915128445",,,
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","98512.345756945","-0.02165030471812912","35.21512837465271","8.796622423829026","0","973207","0.05773327035240072",,"12.8582277476845",,,"9.272418989119357","-6.063327324125392","-2.2237560254251783","28.204084346305446","5.755978977665791","3.0747493563347525","23.810487264470755","-0.04804576014163331","2.2629828600569972",,,
Bank of Baroda Ltd,BANKBARODA,"Public Banks","95178.920904495","0","63.97124344595242","6.49537884552023","0","1219435","-0.1087019010741006",,"11.548104954340696",,,"5.853916985921477","-0.2157172252467756","0.6973616573684573","8.927493221704207","3.8275420121178882","2.0570492515875287","18.90655489128912","0","1.6258198534502597",,,
Indusind Bank Ltd,INDUSINDBK,"Private Banks","94278.83812474","-0.0032673310281268186","16.510576569134063","5.126819077163434","7.508390445120701","358251","-0.16479765997910256","-0.003715163102443791","11.963106206850043","0.010501338373307934","0","8.306684397312585","0.5710002688715861","1.0772628617754165","46.90386308906629","0.7518592931201056","1.5709259323910487","22.596429283946037","-0.013472090335167053","-1.5503367199202103","-0.6497389111039995","0","0"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","93730.0258947","-0.00333065419872014","63.21789260882237","4.208746516207972","0.41692981286458153","226949","-0.029692939820536335","-0.0018747657661285556","3.748277315386973","0","0","1.9871285369735172","0.26889774698918245","0.3924996819316924","24.42787458250718","0.5375763993389162","0.4247526806438433","6.471378544332448","-0.00333065419872014","0.0608573372201362",,,
DLF Ltd,DLF,"Real Estate","92267.24384115","0","74.94930276873987","2.354570491414304","0","425959","0.033431264353258605",,"3.3014083358437447",,,"1.2792139237756266","-0.4902196345852854","-0.025368118224381675","14.899913215212662","0.6931990810857496","0.22888559797405872","4.797183793546847","0","0.25098309780303696",,,
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","91901.2403673","0","51.943698949231575","8.83361827603101","0","379257","-0.23121304977033397","-0.008465785291803647","13.615132532821775","-0.004958778925927883","0","5.81402062722451","-3.049727391467572","-1.1158130276660234","15.404019187506107","2.458620526768179","0.7980047958971284","20.77683355220418","0","-0.06979696052918882",,,
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","89083.6699044","-0.00483544429956595","49.209095717580894","6.766777451208554","0","238294","-0.34539191597133634",,"6.651595731842801",,,"2.530255355419152","1.0311724036298209","0.7542200444995117","30.254543587532197","0.10812392252960734","-0.07763597189485516","10.053396944850888","-0.005852842252210166","0.018065548281354538",,,
Cipla Ltd,CIPLA,"Pharmaceuticals","87844.99134928001","0.0003405410246699603","33.613228384928696","6.763702962134126","0","388864","0.3888746143830666",,"13.77829974056336",,,"5.83876260768865","1.0459438393208913","0.042924791553723196","27.69130826149079","-0.27335250670829936","0.3912951377836542","21.72612351648545","-0.012536014633589332","-0.13651665459635787",,,
Shree Cement Ltd,SHREECEM,"Cement","87452.5170024","0","62.55357289155978","2.4695275164472754","0","58486","-0.5553903705100574",,"6.517040611242317",,,"4.061448504338102","0.1643868358826719","0.5131600930224618","12.365189879101177","-0.041861659852505895","-0.10782481560526413","11.118070501199144","0","-0.9116551574817677",,,
Varun Beverages Ltd,VBL,"Soft Drinks","85016.3020137","0.0016302064806055228","63.89840378938255","2.8549903547014623","0.023889629863843197","235804","-0.8745782962662663",,"3.5038698044346477",,,"0.6262220582932525","3.977344563760962","1.0759987820483978","25.010700029352645","-2.7572869644662408","-0.8594773714131341","4.449131076391054","-0.9903266512572273","-2.388514675753332","-0.7399404042041393","-0.7399404042041393","0"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","83988.108375","0","75.15006003513888","3.2202023101940114","0","300175","0.08398968262868767",,"7.457169302082166",,,"0.12056162386452844","2.4786085006168","1.2896528727898025","6.847377967178797","-3.5269754401704603","-2.2414438338753673","13.47576090613435","0","-0.3696498822473915",,,
Interglobe Aviation Ltd,INDIGO,"Airlines","78542.41542894","-2.83692162362523","71.93118667388512","1.0627406381079636","0","115067","0.9525047538337619",,"5.535665107460465",,,"1.7886051783188694","0.3553969471622658","1.3394533946562568","18.05606299141996","2.3463125680085515","1.4438551188749429","7.827728735128463","-2.83692162362523","1.8063232153327764","-2.748077882776619","0","0"
Adani Wilmar Ltd,AWL,"FMCG - Foods","74595.053533975","0","87.94088443119367","8.788382032340989","0","987112","0.00006963259966874657",,"0.00006963259966874657",,,"0.03663451857776792","-0.383073398365283","0.12780859772635855","1.6296088831900097","-0.3174089335724658","0.09112529785777307","0.09239484249261762","0","-0.24596003871280162",,,
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","74264.36769084001","0","52.97601190910376","8.457166437033674","0","942635","-3.0351476185570743",,"8.840560535439387",,,"10.973969707238505","-0.7283160085286955","-0.21043315550140385","12.960539558040546","1.045600198627664","0.198011596937274","20.89872529855839","0","-3.0120899549729927",,,
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","73722.054335745","-0.22173147373304403","69.41448330070517","3.9000674045831825","0","1063054","0.35603907889777453",,"11.696109625289122",,,"4.502473380169823","-0.7067587303951726","0.5334560035960259","8.823668529554306","4.6236836929106815","0.7942978540085406","17.036651242900362","-0.1723912799845948","3.6754972895533626",,,
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","73115.05437038","0","59.449825139986714","5.096735905131659","0","236360","-0.4995578540211367",,"3.7087003528459244",,,"4.793030134190653","-1.1349731081962346","0.20639911493167418","23.304034788279548","1.663739054713771","0.854912285751185","9.811354752083492","-0.01945413148138897","0.08299688810462857",,,
Bharat Electronics Ltd,BEL,"Electronic Equipments","73061.23939585501","0","51.13591014779525","4.534784221991951","0","579807","-1.2366629157282816",,"21.185713811971205",,,"3.554240382339207","0.5824861325636697","1.365603314890663","17.35338158204622","-1.0778280689893123","-2.1378356124815703","25.631346718274283","0","-0.5494527664867057",,,
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","71370.7647705","-0.004107221303655706","26.708735883272883","7.956854387371958","0","259271","-1.3671428644903756",,"12.844310107997453",,,"11.532523942203353","11.176009692680768","10.469478632285519","36.335945034215364","-0.07700456229591168","-0.4855346608410116","24.699481330829983","-0.006541982006325497","-1.2727565262848213",,,
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","70962.55488525","0.004926549135220171","34.723430841656665","19.48769159649143","0.41639797710724213","808781","0.28549718656646483",,"6.265593305493367",,,"8.228278671414353","0.22790730702337925","0.26495047805447314","25.590028149761263","1.1959752180753789","0.9121679553242519","14.902883111804293","0.0060578599662690635","0.1826867353595638",,,
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","67856.96227582","-0.05416682474056245","73.34651349575972","2.046559194565647","0","365941","-0.4835317931130838",,"3.7840877894778435",,,"0.738206464449294","0.2848549923609873","0.4985073335528867","16.631049295476938","0.2902948515641981","-0.04975560712262084","5.034308945191148","-0.0632342445373979","-0.25760548376319115",,,
SRF Ltd,SRF,"Diversified Chemicals","67196.54357925","-0.20306256198971084","50.52967476661241","10.018594090424108","0","246943","0.020652113355279056",,"9.205102845215478",,,"4.054354084547406","-0.38767263988865963","0.006554793877214138","19.216126382127406","5.315117201500113","4.661098479312644","14.029246369631828","-0.20306256198971084","0.6750905088773251",,,
Marico Ltd,MARICO,"FMCG - Personal Products","66580.88925355","-0.001415044651395192","59.47818991716958","3.7397419156389957","0","343641","0.15414679393777364","-0.006714855570637056","2.9090499026117285","-0.0005181956830956501","0","5.785969670413105","-0.11149167893544032","-0.16014620932078927","25.00072906493237","1.5797700519893692","1.665507329104086","10.334045710942751","-0.007833273723854006","0.02136956762625397",,,
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","66335.24899572","0","46.85754183481772","24.34344449341239","0.6582045410399697","3859609","0.472681596989605",,"4.3042093954968355",,,"9.65813136477918","-0.5276569125753703","0.1946484844103491","10.294782578234713","-1.3756679486932804","-0.19058002789460815","14.509342909590947","0","-0.5267306260394733",,,
GAIL (India) Ltd,GAIL,"Gas Distribution","64008.595024605005","0.011523987096666133","51.90013626375547","4.602275536116244","0","964122","-1.6667782307139216",,"6.8080612180721065",,,"7.011411748940762","0.17449836148682607","-0.12622926747781094","19.791981560908546","-1.974448649778477","-1.3679123114583636","13.930264906033063","0.1035360783469983","-2.313450180145157",,,
