Name,Ticker,"Sub-Sector","Market Cap","1Y Forward Revenue Growth","1Y Forward EBITDA Growth","1Y Historical EPS Growth","5Y Historical EPS Growth","1Y Fwd Op. Cash Flow Growth","1Y Historical EBITDA Growth","5Y Historical EBITDA Growth","5Y Hist Op. Cash Flow Growth","1Y Hist Op. Cash Flow Growth","5Y Historical Revenue Growth","3Y Historical Dividend Growth","1Y Forward EPS Growth","1Y Historical Revenue Growth"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","243820.4196514","10.061525357689769","18.9618749855927","12.70429985329673","-13.992599308112652","-12.797931307258253","34.490066225165606","-8.816923202479554","4.873414776004381","45.60779985641057","4.291319529056792","53.77619196572583","161.2397070748121","15.637574652963227"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","233585.258578825","12.194103418841141",,"1.9302660775999705","15.03563421223626",,"14.212319512006971","18.816456845699946",,"-840.4228790077848","22.800496770371325","16.96055358022617","68.32864166194838","12.951323096595768"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","227459.6920536","29.073812558123514","44.4986690328305","123.32990750256937","25.0203259395396","-400.43508287292815","84.82939632545931","25.710571413627914",,"-117.49214786180237","16.84638621029857","14.471424255333186","53.61601295904281","32.99587723316537"
Wipro Ltd,WIPRO,"IT Services & Consulting","211834.91743857","11.788190796385804","0.7000635331632","15.664953132388609","11.418523184683371","17.854725308446987","9.17607466623193","6.103812651997886","3.614677632372132","-24.90884445950525","6.98194812869426","81.71205928321396","-8.130773804948635","26.48534472307449"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","202000.7207218","15.680074963965398","-3.8398776046568","34.42419327277615","20.797986535013035","-4.517172883605284","-0.021745498886978104","15.762683698051184","13.151092685190303","-25.73663465976771","15.40431022809674","48.94591112260744","-24.57526805411267","16.80339857024635"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","190671.7199616","13.782846646418767","3.9211807287328004","2.9979399067435715","16.455965989628417",,"3.8179455390084884","11.795891019818882","9.153110352093874","-7.460235976663087","9.749666213995646","20.25709773288682","13.049748780060224","9.88183060311738"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","184301.0903679","35.78373070981117","15.3503868970331","179.20193789152896","13.717312140464033","-11.228248375981565","42.68140986574104","5.75207223641212","11.245613828741607","65.30619035337145","11.119833354652231","14.471424255333186","3.489539907192647","58.702592619703786"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","180364.20888253002","8.180440669538156","-45.9385822007781","161.00671395093758","42.40120431272747","-35.851903013559195","97.15268025761465","26.994327259005146","27.20337496115448","39.504009346290694","21.695173583844873","61.74785901050224","-58.84035035136705","85.0246170678337"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","177044.9879322","10.183958677713068","21.732196669844","-7.1720192700288745","3.853577739701941","10.878087290421973","1.5648581275387958","10.886810357301012","19.2578549515231","29.70494111792561","14.037163373071614","192.4017738212866","45.059143546442606","25.908223443387413"
NTPC Ltd,NTPC,"Power Generation","164746.35761666","3.3253367766620237","6.095584556975401","15.110954258829317","9.682770212098468","-16.466670160473413","15.631731663955312","14.265518534750822","15.68696580508413","28.800865243129255","10.445601165158536","4.808897736328688","-0.27073749288839755","16.38235421503944"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","20.086542645522066","60.025706688632894","-6.049311926605503",,,"17.04824758773122",,,,,,"77.35740084985837","-4.39445946904028"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","149775.988491465","-13.56097633198402","-31.762566531702003","262.30707391140476","12.670284268551812","-0.37025445653597444","41.530067183446434","6.902894890244404","119.11515314114199","-48.3631817377238","1.7317729987823327","10.761208639190567","-4.033389504613207","21.36570955205275"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","145647.45580032","-6.296212139357851","2.3536138394152","39.775722843165575","17.691483377983076","60.55455007594688","13.575292666292732","11.62186333175903","3.8998908219698647","-11.152588811632137","11.713904947667952","33.15491863920488","-15.627298438591584","11.660988280195838"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","142689.02263","5.8874608559498975","5.7598597182059","20.664160401002494","2.975365285762499","11.102356000315197","28.28552368245497","7.221008380909","10.834177921058652","20.100312292987603","9.19503007383713","-3.451061539437028","10.141766434728439","25.392670157068054"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","142464.18818835","-6.248950288634838","-42.4962459827967","432.017014153911",,"-33.11629596365471","111.15192132457119","47.26421068542619","32.604710461152585","0.1225221469327224","16.865192271792107","57.71289762416316","-56.968313168745304","55.9463984795965"
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","139054.44975541002","16.179924898133105","28.3039997738757","17.909349434953953",,"124.19716540769582","28.22226211170747","-2.906629929211091","-13.907836470782541","-50.74972819443519","0.7248502665901269",,"73.58845719772015","11.246398937662905"
Coal India Ltd,COALINDIA,"Mining - Coal","134439.918453505","15.948332843680964","46.4983093079805","36.67913659094683","13.704353299851402","-25.973367575693928","27.793009446416132","9.983176287812935","20.07471536989245","287.8954006733117","6.356694071125535","9.075164150158365","61.30292836231547","21.168204704249316"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","130981.470679725","-19.658420334768937",,"-4.707117744425415","7.647821062933247",,"-8.099740408202212","6.968301359549223","-0.9411076785374006","-38.75463266425088","17.136896272653846","1.4114764502977772","19.691189999197682","-5.670842487218852"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","127994.7585995","20.57604868624576","17.1322584936281","6.732119520058983","7.211573623610601","61.2202602133205","7.6739113146023925","6.594586932378066","3.776154192806125","-31.373506784567535","11.695287697736934","15.441567326431937","23.05699776410714","35.15480423910229"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","126861.19232436","-17.29184818057598",,"3.4262338756832134","9.54092692248616",,"1.287210679421844","7.947803825747735","20.714071902915833","-8.483669240343689","22.315883017318328","0","19.15059187577627","1.49299888740837"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","126007.38104976","22.58822216988731","23.538451477897","18.418488086344208","18.171449216070013","56.023002421307524","17.522920486747953","19.995911288018632","7.150582585304455","-31.155192532088677","19.26194543527535","25.237643157623534","19.482152254057713","27.611078597301542"
Vedanta Ltd,VEDL,"Metals - Diversified","115479.21347742","-0.48905654242899377","-16.4476989773232","62.058265816238595","16.604028150106487","-25.597202757200463","55.20441768404245","12.579917471252244","14.095270302974594","45.80066722268557","11.970273480074312","33.64941221241446","-26.597170513775133","47.997637846941224"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","111698.99560953","32.05342402416818","-43.078811603759696","16.012290604907495","5.735533541126725","31.052370887977503","14.144467197043069","5.755632046930326","-2.7291436864161467","-50.51314979067565","10.528623890838752","10.850616265692835","-53.36738371790084","61.03622896267353"
Grasim Industries Ltd,GRASIM,"Cement","111566.07137088",,"-80.1537283658155","75.31731335209005","15.619341828332356","-60.79965883681796","11.706601867774504","21.143699515584835","-0.696114015067284","-53.31600230313869","21.268196254415606","12.624788044360624","6.184346574999405","25.09370933061279"
Adani Power Ltd,ADANIPOWER,"Power Generation","111369.111921375",,,"286.7446731444584",,,"30.129417404630843","42.902465226113094","16.711664792704916","45.88279740817038","6.585745495380646",,,"12.564228083587459"
