Name,Ticker,"Sub-Sector","Market Cap","Working Capital Turnover Ratio","Current Ratio","Net Income / Liabilities","Long Term Debt to Equity","Inventory Turnover Ratio","Earning Power","Debt to Equity","Days of Sales Outstanding","Days Payable Outstanding","Days of Inventory Outstanding","Cash Conversion Cycle","Asset Turnover Ratio","Quick Ratio","Interest Coverage Ratio"
Trans Financial Resources Ltd,LASTMILE,,"137.65834704","0.8408710217755425","1.0064559972816853","2.4147727272727275","111.97822141560799","0.003940886699507389","2.99038334870241","111.97822141560799","667.4701195219124","79935","92618.75","-8709.51954957","0.0313534445069015","0.9187903499830106","3.9824561403508767"
Omax Autos Ltd,OMAXAUTO,"Auto Parts","137.09844533","-29.128133704735387","0.8338285382998769","9.533097647202226","31.002255881405084","5.794827881486556","9.19498912633224","46.23590074121816","30.390488030346496","90.10654332663435","62.98720297907554","65.3073028874","0.5457534532549319","0.6315675048916589","1.7969792764313302"
Shah Alloys Ltd,SHAHALLOYS,"Iron & Steel","136.9989768","-6.320838831627377","0.5687370519485596","28.45508733019132","47.226277372262736","7.274817247589787","35.311431826813546","426.64233576642323","5.626474073238165","65.46579870971499","50.17308168406949","-8.9028958282","2.855738708689837","0.10710237266935077","50.48416289592764"
Naga Dhunseri Group Ltd,NDGL,"Investment Banking & Brokerage","136.43","13.34867256637168","1.913232104121475","791.2242686890584","0",,"11.26275137322481","0","0",,,,"0.13152548284431267","1.913232104121475",
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,"Tea & Coffee","136.38126897","2.2377467900041417","6.052039381153306","88.95599654874881","0","2.1339330334832587","6.957080166969917","0","29.523383514313917","43.42388758782201","171.04566744730676","157.5932872347","0.4452747252747252","4.70323488045007","129.99999999999986"
Coromandel Engineering Company Ltd,COROENGG,"Construction & Engineering","136.09158381","34.35623409669218","1.0224854446898213",,"70.86359967715899","2.556146886641831",,"115.57707828894269","56.8369500814694","135.38361440766184","142.79304601290858","60.8938640211","1.6934654458798446","0.7060831158401928","-0.19491525423728662"
Seacoast Shipping Services Ltd,SEACOAST,,"135.680025","2.673919866094779","1.2533279344029964","1.2805762593166963","4.9255921190526095",,"2.6532590259268263","47.18088451058478","411.0534037558686","388.246019517206","0","414.2921038844","0.6448683015440508","1.2533279344029964","3.2850000000000037"
Umang Dairies Ltd,UMANGDAIRY,"FMCG - Foods","135.31968","30.987341772151915","1.0832034901838579",,"48.028289755679396","2.4878803506962353",,"119.69567081011574","22.76864667435602","57.378040353786616","146.71123548922057","115.6187784567","1.3158793397837223","0.2616079775631038","-3.568445475638056"
Coral India Finance and Housing Ltd,CORALFINAC,"Real Estate","135.213964875","0.3732586724938542","19.361502347417836","163.77358490565993","0","0","14.38962060153332","0","19.365166483717527",,,"2164.3396035645","0.1899829689618018","15.922535211267602",
Starteck Finance Ltd,STARTECK,"Diversified Financials","135.12734955","5.287671232876712","0.5864920744314266","9.53272778350033","57.33457595526561",,"4.4931650108314045","57.33457595526561","0",,,"190.4166622636","0.0535189396040153","0.5864920744314266",
Maruti Infrastructure Ltd,MAINFRA,"Construction & Engineering","135.0625","1.2754195459032576","2.164904862579281","2.43088655862726","9.035087719298248","0.8338285714285715","4.179990863407947","52.01754385964912","84.187306501548","144.07894736842104","437.7398574561403","339.8708017091","0.6359050079980312","0.8768498942917546","1.8484848484848477"
Remsons Industries Ltd,REMSONSIND,"Auto Parts","135.00662591","25.102877070619055","1.100671140939597","3.8201126077970113","102.57746886765132","3.918765405637123","7.875772134522984","234.52070663191427","60.11921300316048","97.74325876497294","93.14157960947328","56.5225240316","1.6929589886814642","0.6383852549333865","2.1415241057542747"
Palash Securities Ltd,PALASHSECU,"Diversified Financials","134.99186149000002","11.771210676835095","1.3077229299363056",,"2.31018889942382",,,"4.248413682444752","42.595157110463234",,,"107.7965924249","0.13474612337541875","0.6819267515923567",
Bhagyanagar Properties Ltd,BHAGYAPROP,"Real Estate","134.858925","-1.3722527472527473","0.26378896882494","10.743801652892563","15.0426655830963",,"3.5474895662071586","17.391304347826086","16.98948948948949",,,"152.6975388381","0.06720936490850378","0.26378896882494","3.4629629629629624"
BLS Infotech Ltd,BLSINFOTE,,"134.372307591","0.03614457831325301","67.5","10.000000000000691","0",,"0.02449179524859168","0","7056.666666666666",,,"29390.4906104007","0.005879470847623715","67.5",
IP Rings Ltd,IPRINGLTD,"Auto Parts","134.364169","179.15309446254196","1.045444059976932","4.33700487184919","49.16845493562231","2.0809514291425146","6.997472395902624","101.38590844062945","82.1449090909091","205.7792238978004","175.40053789261358","67.79870616","0.9590068176666492","0.6390618992695117","2.0998003992015977"
Thakkers Developers Ltd,THAKDEV,"Real Estate","134.19","0.5641949461999124","6.1929400386847195","37.24629731212289","10.670071185391519","0.0008848774444739405","16.16225781569037","11.77653977096874","27.65533310321022","6423.999999999999","412486.49999999994","2810.9871883275","0.29217619323768945","0.3060928433268858","197.8888888888889"
Resonance Specialties Ltd,RESONANCE,"Specialty Chemicals","134.02584","2.416222987785782","12.477477477477475","249.59677419354836","0.13513513513513511","1.9433227063407725","28.84073291050036","0.17374517374517376","41.68049254698638","66.53299307327744","187.8226394458622","144.1977028972","1.38522309004399","8.978978978978978","233.8571428571429"
Tyche Industries Ltd,TYCHE,"Pharmaceuticals","133.91625","0.8083498290444485","7.87373343725643","58.1670822942644","0","2.9824245155475446","10.50224513553967","0","90.87080736123477","70.48504079782413","122.3836506497431","156.646222656","0.5681042114582017","6.997661730319564",
Max Heights Infrastructure Ltd,MAXHEIGHTS,"Real Estate","133.068643125","0.0594059405940594","3.8664318612842052",,"275.6500351370344","0.000725136869584134","1.3835778349440306","275.6500351370344","11.939252336448597","97564.5","503353.25","-2753.0538389305","0.044004249631584356","0.08290436196152812","0.6141975308641974"
Bemco Hydraulics Ltd,BEMHY,"Industrial Machinery","132.776424","8.036474164133738","1.302788844621514","13.066005857175064","0.5622837370242215","0.8958398498592431","11.817279046673299","22.03719723183391","91.27760968229954","345.2461592178771","407.4388966480447","117.0348881775","0.7545662100456623","0.8520204894706886","4.056818181818185"
Poddar Housing and Development Ltd,PODDARHOUS,"Real Estate","132.591823","0.18526946615595546","2.762587412587413",,"159.202292531727","0.0032531762430210577",,"214.5330136265279","62.179203539822986","5811.638513513513","112198.04054054053","3170.3157409559","0.09918806232170291","0.34200799200799215","-0.391328828828828"
Alpa Laboratories Ltd,ALPA,"Pharmaceuticals","132.450577","1.2384259259259258","4.8229781325928505","42.064439140811444","1.7497740901996222","4.4896939412866965","12.74718196457327","4.805717571675019","108.96607070296628","100.66951864218143","81.29730105731774","103.462325505","0.8325158147559284","4.286358903158626","89.95454545454547"
Innovators Facade Systems Ltd,INNOVATORS,"Construction & Engineering","132.074656","1.4704832954914047","2.1498168498168497","2.393418100224386","6.538146021328958","1.1563786008230454","3.078145695364239","27.243642329778506","105.55089886401235","153.92348754448395","315.6405693950178","319.2820258962","0.5139148670860965","1.2915750915750914","1.285398230088496"
AJR Infra and Tolling Ltd,AJRINFRA,"Construction & Engineering","131.85630136","-0.07217105124067116","0.05480182856722375",,,"7.18560606060606",,,"90.92032028122253","3330.9857670005276","50.79599367422246","-820.1814183894","0.06548759997633981","0.05474050840546117","-2.640140791185248"
Swadeshi Polytex Ltd,SWADPOL,,"131.82","-1.634222222222222","0.8067560854446101","60.16030174446014",,"0.007266121707538602","99.7350603473653",,"0","6798.125","50233.125","1740.7046162264","1.5088223225276975","0.6825633383010432",
Secur Credentials Ltd,SECURCRED,"Employment Services","131.8114596","2.0495147553971074","1.6117009750812568","3.7798165137614728","18.60146252285192",,"5.8111133726847175","42.02468007312615","288.1411867027445","27537.222222222226","0","467.2918051494","0.5672312667872609","1.6117009750812568","2.4934497816593897"
Jayant Infratech Ltd,JAYANT,,"131.59030654","11.935384615384608","1.3448060075093868","14.678899082568797","1.9774011299435017","5.394822006472492","11.395007342143899","44.23728813559321","27.24091260634184","53.9727054589082","67.65746850629874","67.4855376631","1.2335824455398314","0.7991239048811014","5.464788732394364"
Niraj Cement Structurals Ltd,NIRAJ,"Construction & Engineering","131.5086075","2.774801816362657","2.03894679100384","1.8314193499962759","3.010369048946371","0.01652892561983471","1.0716227887783625","7.5036235923737316","72.71551604582143","69550.75","22082.500000000004","198.7312227591","1.2231514308493496","1.995298174124285","23.928571428571704"
AKI India Ltd,AKI,"Textiles","131.1837702","12.12890995260663","1.1796033994334278","3.576044808272295","78.96233120113719","3.0352201257861635","5.207472309472639","209.23951670220328","96.4985151609878","115.98166183174473","120.25486945710735",,"1.0902274857288914","0.7031161473087819","2.266187050359712"
Lambodhara Textiles Ltd,LAMBODHARA,"Textiles","130.913424","4.36392405063291","3.2547511312217194","23.765200420357267","37.12876712328767","9.694957983193278","14.664892943114136","45.28219178082192","17.642243543258772","12.16455751061801","37.64843546849267","41.1714063116","1.2075306479859893","2.8343891402714934","28.58024691358022"
Likhami Consulting Ltd,LIKHAMI,"Outsourced services","130.59375","0.05620608899297423","72.10000000000001",,"0",,,"0","212.91666666666669",,,"239.989619371","0.013154288846259249","72.10000000000001",
Concord Control System Ltd,CNCRD,,"130.34784","7.741463414634146","1.7032967032967032","36.46563814866751","8.488063660477454","6.354706684856753","24.74437627811856","41.909814323607435","60.25834908632642","45.13525118076428","57.437741519965655","74.8514667811","2.3346818683339463","0.8869701726844583","27.923076923076867"
Sundaram Multi Pap Ltd,SUNDARAM,"Paper Products","130.316387575","1.3923399390243905","2.4928790840547332","7.681755829903963","15.466413981890922","1.3841368584758944","6.485857133073071","40.73489155611707","83.29512795949091","35.22865168539326","263.7022471910112","323.865667925","0.497599509687085","1.559899469421949","1.7440147329650075"
Ahlada Engineers Ltd,AHLADA,"Home Furnishing","130.308285","4.861018030955801","1.744186046511628","8.404997566120377","3.366563163915671","2.404858299595142","6.6300744524754025","25.379964046412812","105.02855829831933","128.2776036224312","151.77609427609426","135.7442473879","0.7312354480209308","0.9908998988877654","2.6991150442477854"
Quantum Gold Fund,QGOLDHALF,"Gold","130.0258572",,,,,,,,,,,,,,
Damodar Industries Ltd,DAMODARIND,"Textiles","130.014","13.304525547445255","1.5511921458625524","5.478798006624701","155.37168601628835","9.026039783001808","12.89592258007237","272.75168948189224","36.51161451018258","6.127940056897864","40.43855431341908","74.1978657116","2.0336275089535754","0.9682762305483201","2.011772853185597"
Incredible Industries Ltd,INCREDIBLE,"Iron & Steel","130.003225","5.167461809069442","3.13279187817259","4.42887526585759","18.287873808741374","12.118672802131265","5.737664269774347","39.10614525139665","30.53977431688893","8.891942123985771","30.118809704624493","57.789123192","2.7156460517651824","2.130964467005077","2.0405643738977024"
SAB Industries Ltd,SAB,"Conglomerates","129.51381417000002","0.04999485649624524","1.9540128233473364",,"11.923632701318036","0",,"11.954284713403688","0",,,,"0.008319068812050667","0.24607561353084262","-0.22127659574468084"
Parin Furniture Ltd,PARIN,"Home Furnishing","129.30234","1.566565961732125","2.170231151436595","6.739556135770244","26.76671732522796","0.8563092633114514","8.330407303370793","73.5372340425532","183.11005399845718","127.33694329520567","426.24787052810905","492.6261940363","0.7137744333302745","1.1088788075178222","2.621546961325968"
Denis Chem Lab Ltd,DENISCHEM,"Pharmaceuticals","129.26116242","5.3316543975203405","2.112603713947057","20.90150250417369","3.28066215199398","8.531578947368422","10.00000000000002","4.845748683220466","85.8324249691156","79.64250462677359","42.78223318938927","45.6119756584","1.4586601653593387","1.7218490715132362","12.684210526315816"
Indo Us Bio-Tech Ltd,INDOUS,"Agro Products","129.25047","1.8399560520051275","3.812042310821807","29.573348918760985","9.68579589716957","0.12485811577752554","11.704422869471424","33.34198909374189","164.40983280254778","965.5909090909091","2923.318181818182","300.7986848086","1.0114757398832293","1.9113100081366967","5.425000000000005"
HDFC SENSEX ETF,HDFCSENETF,"Equity","128.966509",,,,,,,,,,,,,,
Sundaram Brake Linings Ltd,SUNDRMBRAK,"Auto Parts","128.837658375","10.974442631865143","1.2823296106878197","0.07513148009012473","0","4.738431798960976","1.3900867535893484","45.94505130751407","77.83965910217026","72.15311065782764","77.02970423253443","84.5565189134","1.5972247869786578","0.7762237762237763","1.0498084291187604"
Suryalata Spinning Mills Ltd,SURYALA,"Textiles","128.82073","12.998247269785631","1.8693554612118874","39.11227581688645","22.286889769705482","7.518304431599231","21.58235330719932","36.64141287441674","17.536718944485933","3.3733502050230646","48.54818042029727","66.9633663089","1.6108001537150594","1.1314164415283674","7.900911161731215"
Amarjothi Spinning Mills Ltd,AMARJOTHI,"Textiles","128.75625","4.50130230942872","2.1467889908256876","17.457898957498024","33.90838093017834","2.5598648213710975","9.501147563115985","57.71651707658235","47.06293638853528","18.219023071603697","142.58565411454077","169.8362995991","0.9434092728728437","0.9783624718712132","4.357585139318893"
Baheti Recycling Industries Ltd,BAHETI,"Metals - Aluminium","128.72529995","17.977641543454745","1.2706422018348624","4.478527607361997","33.83233532934129","8.1749723145072","9.218559218559246","303.89221556886224","46.61708657626574","16.662828501761037","44.648469249525874",,"3.440204264716031","0.7465171593611961","2.163323782234963"
Alphalogic Techsys Ltd,ALPHALOGIC,"Software Services","128.62252722","-6.256637168141593","0.5212355212355213","34.3906510851419","4.3640234167110155","22.433333333333337","14.48748991121872","22.88451303885045","24.006364922206505","30.913818722139673","16.2704309063893","57.0969120882","0.7436234551669734","0.40540540540540543","4.126436781609195"
Lexus Granito (India) Ltd,LEXUS,"Building Products - Ceramics","128.5778508","81.47425474254716","0.99533268207967","11.251367499789614","80.53350269926959","1.5526140526140526","11.734965407131451","184.757065735154","72.4318121341139","183.36112600536194","235.087399463807",,"1.0212303407045076","0.3148811462064474","2.887070376432078"
Gujarat Natural Resources Ltd,GNRL,"Oil & Gas - Exploration & Production","128.402632","0.2473525951104719","3.146046511627907",,"11.359782977280437","0.0436817472698908",,"17.141403865717194","179.9920718816068","27101.249999999996","8355.892857142857","39377.6200806224","0.0619921363040629","2.995813953488372","-4.4320987654321"
AVG Logistics Ltd,AVG,"Logistics","127.801055711735","11.725511448313231","1.4607110845533315","3.457370563614447","80.07798652959944","1","9.091260037059897","136.4173460947655","73.80046449287086","34021.041666666664","365",,"1.769458812945963","1.4594163927895631","1.5616710875331536"
Pacific Industries Ltd,PACIFICI,"Mining - Diversified","127.41063525","2.1949504394987844","2.148894260900707","11.085578998676983","6.929721775621986","2.3838654987284547","4.9120607936072735","19.79998364988964","52.54004635152175","112.45495762460735","153.112665204765","175.7581520125","0.5952970297029704","1.4824066612946547","7.125000000000004"
Pansari Developers Ltd,PANSARI,"Real Estate","127.187172","1.2598981606567594","1.3691298644512462","2.6933037365889714","18.651791326209928","0","3.1339604607877636","97.06159648020115","28.90135268888156",,,"926.4288989393","0.29829007257965306","0.20524704853519893","4.514492753623185"
Suraj Industries Ltd,SURJIND,"Packaged Foods & Meats","126.99879675999999","-7.774011299435029","0.667438628994905","13.785361472833388","6.607929515418504","398.5882352941176","15.44199925400968","431.71806167400894","24.05038759689922","25.15569657615112","0.9157319952774499","37.7082992549","2.3909643788010424","0.6595646132468735","206.99999999999974"
Spectrum Electrical Industries Ltd,SPECTRUM,"Electrical Components & Equipments","126.8554576","8.055502392344492","1.3289267308984989","5.691540807975582","44.28588559779351","3.03763485135469","8.42056932966023","94.3518407482912","43.14989704601252","60.826736431166296","120.15927452149869","106.294199735","1.2418676698384596","0.5932108447232805","2.3695090439276463"
Indsil Hydro Power and Manganese Ltd,INDSILHYD,"Metals - Iron","126.72751632","13.946863468634685","1.3681328878990349","66.02417962003453","16.03786718641236","1.0690338199691878","36.06324329946951","74.1890574968676","11.32456697357745","55.306066428767494","341.42979687071096","384.3222706474","1.004144527098831","0.12685597624350423","6.608005082592123"
APM Industries Ltd,APMIN,"Textiles","126.6425696","12.36642704488051","1.8066732090284594","16.565588499550742","10.13388123011665","4.614613960579331","10.841113704568183","23.508748674443268","20.08216810683425","21.102746837832736","79.0965404946196","75.8492753027","1.3804246459476457","0.6292934249263984","9.289285714285711"
Rexnord Electronics and Controls Ltd,REXNORD,"Industrial Machinery","126.4986","3.2752783964365246","2.994560994560995","40.291906236178576","16.167427097798058","2.378735632183908","17.967680087647196","28.069827415195395","13.253773969808243","40.962188934525244","153.44286059434646","128.8576969764","1.1472928694024027","1.5951825951825955","14.741573033707846"
Flex Foods Ltd,FLEXFO,"Agro Products","126.492","5.73919713628228","1.0914421331844202","4.896907216494847","93.14130148414858","2.1755899517888864","4.9415214421378835","130.58751207517344","85.95696337877573","96.12432936785629","167.77058549101932","200.7130641457","0.5000668359844941","0.8210247103169064","6.102880658436215"
AiroLam Ltd,AIROLAM,"Building Products - Laminates","126.39185","4.4030506721820055","1.572595281306715","6.362137523033661","39.02916073968704","2.5630075187969923","7.681204894885478","89.91820768136557","99.7208032411485","104.19189548619259","142.4108190565595","152.2291466932","1.1758086230108047","0.8076225045372051","3.986970684039091"
Capital Trust Ltd,CAPTRUST,"Consumer Finance","126.334325","2.3134686749617988","2.7673314339981006",,"167.69562691892787",,,"172.54169778441621","0",,,"6.6107111232","0.2784075236756729","2.7673314339981006",
Shahlon Silk Industries Ltd,SHAHLON,,"126.2736643","7.568651129090689","1.4578121064562168","1.7305382683699182","63.9814912188453","3.771393073458611","7.2088259603981815","153.7070144074035","111.39965856149085","37.08769148410476","96.78121396804481","177.962801255","1.1296025952960258","0.8673495088573587","1.4018169112508747"
GTL Ltd,GTL,"Telecom Infrastructure","125.8374248","-0.1012637457944159","0.02287889290961009","6.863151738791181",,,"207.91495198902604",,"5.539690745513186","119.91365215614141","0","-3.7412403336","3.115208037881884","0.02287889290961009","19.9084938704028"
Veer Global Infraconstruction Ltd,VGIL,,"125.47117215","0.5348837209302324","1.6385011021307865","1.4228383801532263","0.9401286491835724","0.8704623614826137","1.2809743805123883","0.9401286491835724","749.8369565217391","266.94029850746267","419.3173836698859","1049.5907666075","0.1892775021178748","1.0371050698016169","6.7777777777777715"
Capital Trade Links Ltd,CTL,"Consumer Finance","125.3139","5.82089552238806","3.5454545454545454","14.469830111306392","50.189873417721515",,"6.431066365317445","50.189873417721515","0",,,"54.7510492448","0.21473406012553684","3.520661157024793",
Uni-Abex Alloy Products Ltd,UNIABEXAL,"Iron & Steel","125.303875","3.9705542725173215","1.801033591731266","23.658395845354853","1.0473588342440796","1.7992475141091104","15.220157800967158","18.245294474802677","60.54584120982987","151.69716206123974","202.86258401792384","105.5191677566","1.2263385493290535","0.9375869608427748","17.588235294117638"
Future Supply Chain Solutions Ltd,FSC,"Logistics","124.84883631","1.7447616619933728","1.7155452358117544",,"111.39907516937308","0",,"145.51026992149696","413.5825894487706",,,"178.423697591","0.35694375998977884","1.7115575522016389","-7.844506399695858"
Nath Industries Ltd,NATHIND,,"124.735","7.385984815428919","1.9492423127850524","11.25143513203215","19.958258307415292","8.796643503343386","5.381851540402112","30.978883614339498","50.74188288671487","28.284072616705412","41.49309902820008","67.1055700279","1.138958417440452","1.337060467853465","4.381742738589212"
Lehar Footwears Ltd,LEHAR,,"124.54546489500001","6.177083333333333","1.348888888888889","2.6221942521502175","20.506685432793816","2.4936277602523655","4.820001201995323","81.32301196340606","95.02002529510962","115.89793543163648","146.3730897682421","133.1503899933","0.9307435746517561","0.7268055555555556","1.8394495412844074"
Kifs Financial Services Ltd,KIFS,"Specialized Finance","124.24473","-0.17467691979066538","0.04334305896805896","2.353438015894345","0",,"2.7368981820603313","634.7629796839728","0",,,"51.9638102281","0.13123633372785815","0.04334305896805896",
North Eastern Carrying Corporation Ltd,NECCLTD,"Logistics","124.2384066","3.0175016539363684","1.770545230335594","3.590347263095946","2.8603193854861515",,"5.383944554091893","102.01131999191429","152.91268037949453","2491.954545454545","0","261.3010753429","1.2111526855763428","1.770545230335594","1.9420529801324515"
Dolfin Rubbers Ltd,DOLFIN,"Auto Parts","124.22021242000001","14.961016949152539","1.1930875576036868","10.961080222398724","7.6530612244897975","5.746355685131195","9.77749251176722","48.14471243042672","49.579132207998185","20.462962962962965","63.518518518518526","109.1667884497","2.028029867892016","0.5958525345622121","6.01315789473684"
Lancor Holdings Ltd,LANCORHOL,"Real Estate","124.1325","0.7440844818328262","2.1390191897654587",,"60.862924780450555","0.00941548973045036","1.460139691714835","133.12714776632305","34.89151351871451","990.8296460176989","38765.907079646015","1088.4869859006","0.29431504424778765","0.3485714285714286","0.18967540086038312"
Mukta Arts Ltd,MUKTAARTS,"Movies & TV Serials","124.105674","-2.7651357935577003","0.6213872832369942","2.601469851344573","1016.8399168399168","12.83529411764706","9.088719389803284","1226.819126819127","38.05309012595445","979.411090742438","28.437213565536204","-105.5153475401","0.6217614477875387","0.6133968038082285","1.8111999999999986"
Sicagen India Ltd,SICAGEN,"Building Products - Pipes","124.05722934","3.976276212666808","2.009839366619377",,"2.6329497561206607","7.35609334485739","1.6619443682783348","22.38480844816972","90.04232071406585","42.273365187535084","49.618728704030076","100.6536428801","1.404821100421576","1.5356734245572286","1.849152542372874"
Maruti Interior Products Ltd,SPITZE,,"123.82","2.8062093139709567","4.131799163179916","48.69281045751643","4.4642857142857135","2.8035982008995504","14.574898785425114","6.717687074829931","42.85688793718772","51.82219251336899","130.1898395721925","137.6527630096","1.260458839406208","2.324267782426778","20.57142857142859"
Polson Ltd,POLSON,"Commodity Chemicals","123.2292","16.668329177057352","1.0205705414321755","7.717996289424872","18.96753305153341","2.649142224681793","6.85273901270569","53.709865995143446","57.84809495312188","97.902653018592","137.7804470440777","122.4934357972","0.551500316290327","0.45662720745196983","2.944071588366892"
Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,"Plastic Products","123.18161776500001","2.225577264653641","7.52","27.40740740740733","0","1.6670967741935483","0.7861120209629865","0","42.52992817238628","48.026315789473685","218.9434984520124","265.9677947833","0.13058884835852008","2.5999999999999996","2.057142857142855"
Munoth Capital Market Ltd,MUNCAPM,"Asset Management","123.04183499999999","-0.6947368421052633","0.5840707964601771","10.526315789473678","0.4098360655737705",,"1.9933554817275754","2.8688524590163933","0",,,"600.8725481069","0.05574324324324325","0.5840707964601771",
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,,"122.94368779000001","-4.28723404255319","0.7422969187675068",,"632.3886639676114","0.5984251968503937",,"687.4493927125507","35.32258064516129","874.078947368421","609.9342105263158","40990.7333205516","0.09558256744737624","0.6526610644257701","-0.563063063063063"
Mefcom Capital Markets Ltd,MEFCOMCAP,,"122.9352596","9.130805283340436","2.4327485380116953","33.11403508771933","1.2016718913270656","0","13.694267515923569","41.27481713688609","1.1241250583294446",,,"50.7625491672","4.593783494105038","0.5333333333333331",
Narbada Gems and Jewellery Ltd,NARBADA,"Precious Metals, Jewellery & Watches","122.81818455","1.830304850578165","3.2372353673723535","19.692657939669964","4.10284463894967","2.1908900692097215","9.865139479031985","35.14770240700219","81.60690843452575","11.396194534234498","166.59895680282105","282.2189253924","1.2758295823301582","0.8337484433374843","7.628571428571449"
Radix Industries India Ltd,RADIXIND,"FMCG - Personal Products","122.6085789","1.4090909090909092","3.8298816568047336","17.08144796380092","11.422295442064799","0.9070600632244468","8.983364140480594","47.44645799011532","25.702202989771834","0","402.3989312267658","429.6840488573","0.9275679620507207","0.5369822485207099","6.075000000000002"
Country Club Hospitality & Holidays Ltd,CCHHL,"Hotels, Resorts & Cruise Lines","122.59855125","-0.507095848538723","0.3197907585004359",,"26.534972197834364","3.2558782849239276",,"70.65554580040971","54.038319596506334","290.8836023789295","112.1049277824979","27.1606767213","0.09821962580122881","0.3038796861377507","-1.3575895395110855"
Tejnaksh Healthcare Ltd,TEJNAKSH,"Hospitals & Diagnostic Centres","122.338656","5.390756302521009","2.9518072289156625","30.155210643015483","30.53398058252428","2.3380281690140845","14.280891289669137","33.93203883495146","14.793452844894778","94.54819277108433","156.1144578313253","88.0994384882","0.47343173431734314","2.5180722891566267","8.999999999999998"
Future Enterprises Ltd,FEL,"Conglomerates","122.28895000499999","-5.5781958185096725","1.1067326758169598",,"136.10796843116276","0",,"245.03959776734902","403.592247005478",,,"324.6005007204","0.16635606045466353","0.8735568545652752","-3.1631828261753863"
Gorani Industries Ltd,GORANIN,"Home Electronics & Appliances","121.811459","5.5359539789069965","1.7261904761904763","15.00449236298293","7.541322314049592","3.3515625","12.782316194137437","77.47933884297521","60.30654658815378","34.032634032634036","108.9044289044289","137.2231070425","1.7641307668805375","0.7797619047619049","6.82051282051282"
Khemani Distributors & Marketing Ltd,KDML,"Commodities Trading","121.7622","2.2481632653061223","7.414538310412573","91.7981072555205","2.8755463538072235","3.5529411764705885","16.06103192130093","11.2261329652634","12.219680464778502","5.438741721854305","102.73178807947018","112.2744825784","1.489292667099286","3.738703339882121","26.666666666666643"
Ishan Dyes and Chemicals Ltd,ISHANCH,"Commodity Chemicals","121.24338505499999","2.1676300578034686","2.9919387343812986","35.18969718064737","2.1952358710882782","3.4640238935650287","13.578735682434202","21.940681924334427","124.50555555555556","48.26422636776923","105.36878821131839","245.0160397747","0.8800234672924612","2.0532043530834345","8.774011299435026"
Vistar Amar Ltd,VISTARAMAR,,"120.784","10.518796992481207","2.565022421524663","74.10714285714303","0","24.78453038674033","30.89770354906059","0","46.1468012866333","34.4170753455194","14.726928221132411","25.1914462023","4.306271642939593","2.2286995515695063","444.00000000000057"
Golden Tobacco Ltd,GOLDENTOBC,"FMCG - Tobacco","120.44420568","-0.13217902363838033","0.04339933057241731","2.1642934135133607",,"0.1474229772530953","8.014265527218896",,"13.126634699215343","803.427734375","2475.8691406250005",,"0.2841130755178499","0.01290633686957508","2.782710280373832"
Pressman Advertising Ltd,PRESSMN,"Advertising","120.23215615999999","0.5400857802705379","11.521739130434783","180.40000000000035","0",,"11.382799325463742","0","52.509163103237626","57122.5","0","35.9513480401","0.34474044435084766","11.521739130434783",
Nettlinx Ltd,NETTLINX,"IT Services & Consulting","120.13550975999999","2.029815843320667","2.8580481622306713","13.445783132530131","27.2258353891007","0.030769230769230767","6.8258340985613755","31.307468042161922","45.78269009216589","1129.21875","11862.5","219.7411771119","0.5515926602589563","2.5095057034220525","3.5396825396825427"
SPML Infra Ltd,SPMLINFRA,"Construction & Engineering","119.91670944","9.249328748410186","1.0752286750054019",,"203.21839784419402","2.6832228897008736","1.1294892821793678","554.7219500244978","453.1503050612669","681.6433550293126","136.03044361353457","363.0289766443","0.35577177438350455","1.0210729119151083","0.9613746958637471"
K&R Rail Engineering Ltd,KRRAIL,"Construction & Engineering","119.45539485","5.1584786053882725","1.9825918762088974","12.943945228925974","10.337683861611767","0","10.209451636669826","12.989434431323804","58.17012288786482",,,"96.4944783269","2.067541816641965","1.7504835589941974","8.584070796460178"
Lasa Supergenerics Ltd,LASA,"Pharmaceuticals","119.37428057999999","5.260352760736195","1.6509065871012163",,"0","7.059805285118219",,"13.570611585817131","44.24484291858007","53.01344562647755","51.7011426319937","44.9404776661","0.6740198486783924","1.3869635070002295","-102.3333333333334"
Suraj Ltd,SURAJLTD,"Iron & Steel","119.36665","8.276222116753678","1.6730739658619098","4.6038543897217625","0","3.9885648114641388","6.486829577911831","38.494087013127924","27.828162633329512","24.214117220105248","91.51161313736164","94.689345507","2.139238177022634","0.7344302629555589","1.8217468805704258"
Ganges Securities Ltd,GANGESSECU,"Diversified Financials","119.0438753","0.9702356902356901","6.274305555555556","47.00000000000001","0.42166356698518564",,"1.4155949556748655","0.42166356698518564","3.7493059411438097",,,"13748.1220281143","0.07299477161269402","5.720486111111112",
Vibrant Global Capital Ltd,VGCL,"Diversified Financials","119.0038391","13.434051622069623","1.732153221125943","55.351170568561926","42.00341005967604",,"25.42533081285446","50.78431372549021","51.80462525558768",,,"38.0100205239","1.5083483994469853","1.5153801508995937",
