Name,Ticker,"Sub-Sector","Market Cap","PS Premium vs Sector","Forward PS Ratio","PS Premium vs Sub-sector","PS Ratio","Price / CFO","Price / Sales","Forward PE Ratio","PE Premium vs Sector","PE Premium vs Sub-sector","PB Ratio","PB Premium vs Sector","PB Premium vs Sub-sector","Price / Free Cash Flow","Sector PB","Sector PE","Sector Dividend Yield","EV/EBITDA Ratio","EV / EBIT Ratio","EV / Free Cash Flow","EV / Revenue Ratio","EV / Invested Capital","Enterprise Value","Dividend Yield vs Sub-sector","Dividend Yield vs Sector","Dividend Yield","PE Ratio"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","39873.990285475","500.81803117198984","6.5710964745905835","254.83993102807523","10.050737732867942","133.89519907815648","10.050737732867942","56.44015444015443","558.772685618642","241.6265046848092","19.789464683521846","643.561604157246","347.2113470722337","3848.8407611462308","2.661442518397821","13.71639143169999","2.279245572413523","53.15270208819042","61.98225597256222","3934.7365140419834","10.27504311162966","14.04241615670999","40763.870285475","-0.7279071790201674","-2.109040532074929","0.17020504033859457","90.35984020457532"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","39645.73179574","9.202540542747641","2.87085379254122","-2.775217635271333","3.206094564153864","77.4920970968902","3.206094564153864","35.846101231190154","-20.570399534413767","3.6496172247397047","7.119246624636144","40.543641685703754","15.487699494085257",,"5.06550601595826","54.935827136266845","0.5805016216087817","27.10742639843606","31.573691272782256",,"3.122965693580813","6.790584388801751","38617.781795740004","-0.2164376609514712","-0.052777080974924395","0.5277245406338573","43.63530800680186"
NHPC Ltd,NHPC,"Renewable Energy","39376.5364356","12.17461249231108","4.020714988515116","-74.46456110218745","3.8552779202382688","6.084334694976197","3.8552779202382688","11.2485779294653","-57.773507046621425","-83.81094808436201","1.042152571418741","-70.14925532850006","-81.09521845569763","27.020013885583705","3.491211301049177","26.464859690537352","1.5970281603857173","13.291670291556862","17.451192412306295","45.547622973560856","6.498839930759462","1.0390922707272094","66377.0064356","3.9124954915484893","3.020318778389794","4.617346938775511","11.175182112346283"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","39184.992","101.0776454390116","5.438933790267305","20.271788352979357","5.903470219747439","55.04515150238105","5.903470219747439","41.23680154420131","-23.60971489654941","-15.119827859780091","7.616175021428697","50.353686234600566","-14.058393897276513","69.99194784317227","5.06550601595826","54.935827136266845","0.5805016216087817","27.7526882990345","30.839962596584456","67.15768866660711","5.664414654650311","6.759232719101124","37598.231999999996","0.7820476013222485","0.7282137151201371","1.3087153367289188","41.96563497333302"
Tata Elxsi Ltd,TATAELXSI,"Software Services","39156.0002678","275.46330382793013","12.351987502313591","195.33219943047888","15.566943608910162","81.06328854895142","15.566943608910162","53.82723559572434","173.36410567862092","141.69796834763739","24.45858934468521","238.6065497451318","254.86805877019717","95.07575822601011","7.223306626258447","26.059297308153045","1.8554224046316583","47.24486961234574","50.70347280613793","93.06840099990289","15.238275004790623","22.035799649191393","38329.2902678","-1.0066374446628796","-1.1794726952900334","0.6759497093416249","71.23676503256551"
Bandhan Bank Ltd,BANDHANBNK,"Private Banks","38740.51246195","16.29603800268715","3.3138294386031406","-39.76669017697614","2.320633263444699","42.94766580412177","2.320633263444699","13.426592797783933","1250.9766753376723","1148.1601666550687","2.2288808543709715","-5.502365139548607","-23.397790036615618","56.1334673070347","2.358663111158764","22.79666898588442","0.8987054277845777","123.2680904296899","228.7292991910249","42.62720055343041","1.7622659756744061","1.6925901026082852","29419.16246195",,,,"307.9776807532356"
MRF Ltd,MRF,"Tires & Rubber","38711.37202394","14.27862849052415","1.7310914819978527","24.099568159367113","1.9716789146799047",,"1.9716789146799047","55.015652687536914","-58.42085567801553","52.17672515006842","2.7588118518475766","-51.57225402176773","-5.53334620443131",,"5.696758740511342","139.11937419034422","0.614726513338826","16.51609240920452","33.516354773465984",,"1.998532219531611","2.2732717116445595","39238.602023939995","-0.5977731453300663","-0.4503894163207774","0.1643370970180486","57.844645374444845"
Bank of India Ltd,BANKINDIA,"Public Banks","38655.5923794","-58.22572529560645",,"-27.906594416734624","0.8335861917587611",,"0.8335861917587611",,"-51.44926370393549","-25.985549159876754","0.6823418251459454","-71.07082304726747","-45.194433858775945",,"2.358663111158764","22.79666898588442","0.8987054277845777",,,,,,"-52923.7976206","0.9423650046363514","1.2248192253712906","2.1235246531558682","11.067950643623469"
UCO Bank,UCOBANK,"Public Banks","38498.18532672","6.696112858275385",,"84.13452281053007","2.129071229180158","8.752253033132817","2.129071229180158",,"75.07398131662865","166.89614972110388","1.6404027368627356","-30.452012027404855","31.75683708696343","9.204278954612398","2.358663111158764","22.79666898588442","0.8987054277845777","6.448110669089227","7.055802992938583","2.952727303023928","0.6830048045569802","0.5262402381516861","12350.19532672",,,,"39.911036001160966"
L&T Technology Services Ltd,LTTS,"Software Services","38453.130030809996","37.97197238142527","4.775310135929191","8.526094688182056","5.7204043425135005","38.21618965494931","5.7204043425135005","33.291083434365696","54.19030163385211","36.32910052801433","9.207684026342129","27.471869917165023","33.59367991954151","45.571379510322345","7.223306626258447","26.059297308153045","1.8554224046316583","23.529592312135524","27.258430061948417","43.70458643139368","5.486072809212894","7.925113367031996","36877.93003080999","-0.722034439039419","-0.8948696896665728","0.9605527149650855","40.18090912310348"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","37915.564782040005","-24.55832262237549","2.609155824719133","-31.025189490925094","3.127859168994274","22.098794555110654","3.127859168994274","22.12192393736018","1.6837643231912631","-2.8483868667474725","5.460867097889428","-24.39934533530849","-28.009673847200087","23.76108590715047","7.223306626258447","26.059297308153045","1.8554224046316583","15.828517715607637","18.144293655733897","22.597076381550416","2.9746314132565135","4.826816678942705","36058.15478204","0.4110855786017049","0.4240728331905599","2.279495237822218","26.498074459102067"
Tata Communications Ltd,TATACOMM,"Telecom Services","37808.1","-31.49324947047368","2.126268427001711","-27.526083531448084","2.2111603414516607","8.99374854299185","2.2111603414516607","22.128440366972473","107.37027874170097","210.77432833061667","39.54491255961836","485.7674093808373","-12.480992214851714","14.841955263839711","6.750958132241903","-346.1968189828221","0.7292787809264867","10.02940783434872","19.397236709981662","17.972167481883346","2.6775005906861082","4.542931763650544","45781.939999999995","1.1293722691743664","0.8311011376623869","1.5603799185888736","25.51567055393588"
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","37638.44220672","-7.290043876854298","2.3167990748287983","-51.98265042601578","1.8499839867880905","14.048755456704228","1.8499839867880905","18.013926733272783","1147.959245927324","1052.9829114081872","1.7853252996719495","-24.307744873541733","-38.641913859945284","17.129483230124382","2.358663111158764","22.79666898588442","0.8987054277845777","39.35639199583766","125.37764178509447","9.983239448010957","1.0781897426194182","1.0405059930747003","21936.072206719997",,,,"284.49313837279135"
Indian Bank,INDIANB,"Public Banks","36703.150366329995","-60.246111584180845",,"-31.39334623152419","0.7932703245392347","1.276616663750642","0.7932703245392347",,"-61.12756219126233","-40.73988662734698","0.8160442850860579","-65.40225345343397","-34.45547760334651","1.2911260595938963","2.358663111158764","22.79666898588442","0.8987054277845777",,,,,,"-43240.08963367","1.0244731984434967","1.306927419178436","2.2056328469630135","8.86162097400171"
Alkem Laboratories Ltd,ALKEM,"Pharmaceuticals","36384.227325","-15.733221543655485","3.1803460121003653","-7.124964212780137","3.369895944091049","32.74848996867743","3.369895944091049","29.233328511500073","-37.187459350384444","-32.53198381548658","4.112452833227652","-4.453377339143951","8.60275243891616","47.121282830833785","4.304132075735273","35.19956037429971","0.9002797474416026","16.606285223188106","19.267633630348232","47.3281494612376","3.3846900875626575","3.1734526382655757","36543.957325","-0.005409146584861135","0.2170203297835499","1.1173000772251525","22.109738168592973"
Aditya Birla Capital Ltd,ABCAPITAL,"Diversified Financials","36157.80459808","-19.759569743668536","1.3038009654035547","6.0021277772133885","1.6011604068717689",,"1.6011604068717689","16.325842696629213","-7.026480688390855","36.19063540589434","2.1156408714488744","-10.30338917669754","81.88376018830559",,"2.358663111158764","22.79666898588442","0.8987054277845777","38.83710432821976","40.90759454506015",,"4.142377956053095","1.2387307540990553","93544.21459808",,,,"21.194865441994864"
Steel Authority of India Ltd,SAIL,"Iron & Steel","36100.791025859995","-79.39876996502005","0.34649621320810553","-59.57842635728203","0.3446260753063071","1.1650433662838673","0.3446260753063071","9.544444444444444","-78.50327373058656","-52.07971321014209","0.6659226271282078","-74.97888372471442","-59.33380223556414","1.3213491310713013","2.661442518397821","13.71639143169999","2.279245572413523","2.3624267127660827","2.923825055245875","1.9252078252116673","0.5021207501864139","0.7356917033498164","52598.911025860005","7.061776490706174","7.732196075183732","10.011441647597255","2.9485751201138255"
NMDC Ltd,NMDC,"Mining - Iron Ore","35709.43228225","-19.75051672039447","2.9742012134948075","0","1.3424472432495937","4.674401033888965","1.3424472432495937","7.256478999106345","-72.24225227917526","0","1.0202592911856596","-61.66517652991235","0","7.7764443123366735","2.661442518397821","13.71639143169999","2.279245572413523","2.3484614162511392","2.400391487821054","6.8021302879464285","1.1742514556160186","0.8114953800342105","31235.38228225","0","9.817594805099812","12.096840377513336","3.8073613300121023"
Honeywell Automation India Ltd,HONAUT,"Electronic Equipments","35254.202526434994","180.5677977250913","10.390575770282547","104.79682941389922","11.632516523277104","133.7514323030389","11.632516523277104","75.8401218119528","298.9164857501339","158.69713633808416","12.42758578468998","72.04843193991977","72.72932245706576","140.4941717866935","7.223306626258447","26.059297308153045","1.8554224046316583","64.19499706323363","71.41664170530518","132.72116736314905","10.988933937305731","11.513779563920261","33303.72252643499","-0.8139557592712905","-1.6297083016383132","0.2257141029933452","103.95483303286338"
One 97 Communications Ltd,PAYTM,"Business Support Services","35161.45705605","127.5827923428333","4.470427763903968","129.5720142364064","6.681638996665019",,"6.681638996665019","-16.36053412462908","-126.74771246873478","62.25858640121084","2.488513893347252","-50.873340481533496","-10.86392381517153",,"5.06550601595826","54.935827136266845","0.5805016216087817",,,,"5.731008105816737","2.101516065504146","30158.85705605",,,,"-14.694077084729829"
Dalmia Bharat Ltd,DALBHARAT,"Cement","35155.280884995","83.10795312349337","2.6416416097550384","24.28085115470998","3.0631071608429905","18.149344803817762","3.0631071608429905","49.61507936507937","124.03954266510928","18.02711987659728","2.23080657941462","-16.180546301726718","-7.026910052789325","209.25762431544644","2.661442518397821","13.71639143169999","2.279245572413523","13.057207131556714","24.958909207223453","201.45405288687502","2.9488787039291626","1.78739270583549","33844.280884995","-0.27411841893162303","-1.7995685467864133","0.47967702562711","30.73014063373689"
Hindustan Petroleum Corp Ltd,HINDPETRO,"Oil & Gas - Refining & Marketing","34889.196545275","-87.55525641509128","0.08458646161319204","-88.85862528388117","0.0986099368411986","2.206748196912695","0.0986099368411986","-4.500918554807104","-63.32008673152405","-72.32893649472082","0.8426485264487599","-42.36672940095834","-49.58998156174809","10.06766659220106","1.4620869468108437","13.040168852184397","1.8216275494826368","5.49860738017545","7.667677409123329","22.437780891271604","0.2197716954849232","0.8649139189543253","77757.456545275","4.509690912993667","3.876226169849354","5.697853719331991","4.783122625044053"
General Insurance Corporation of India,GICRE,"Insurance","34263.432","-65.47851161266311","0.9169205412907703","-33.658111623998344","0.6888602194119702","3.803996349595103","0.6888602194119702","9.7151303413061","-37.014600633339306","-81.61994168492126","0.9515547725162081","-59.65702910201838","-84.34229790101455","3.810532520293558","2.358663111158764","22.79666898588442","0.8987054277845777","3.3998848314532206","3.412335669997657","1.4248687410821232","0.2575848358169826","0.35581395607178884","12812.092","0.9403721086402703","0.2533683049343164","1.1520737327188941","14.35857300305498"
Star Health and Allied Insurance Company Ltd,STARHEALTH,"Insurance","33959.75388155","60.399818525638025","2.59862722039745","208.24936447590116","3.200703658644743","611.2266717341613","3.200703658644743","55.98833874976104","-243.14491751182516","-141.77177501183115","7.350277884409765","211.62898379322687","20.947805405378062",,"2.358663111158764","22.79666898588442","0.8987054277845777",,,,"3.2154499991564633","6.388564825577694","34116.21388155",,,,"-32.63227301528808"
Lupin Ltd,LUPIN,"Pharmaceuticals","33781.891171","-49.16074184557903","2.0385346275430183","-43.96726673331065","2.0331026413207085","91.9710630557295","2.0331026413207085","52.347517730496456","-162.80757072542303","-167.4626779045714","2.7640276919942592","-35.78199638490226","-27.006818718364556",,"4.304132075735273","35.19956037429971","0.9002797474416026","84.0693530202435",,,"2.1719188255487354","2.2031537262306813","36088.451171","-0.5845806605516687","-0.36215118418325765","0.5381285632583449","-22.10798877712627"
Gujarat Gas Ltd,GUJGASLTD,"Gas Distribution","33734.558075625","-40.687016952297874","1.9295709357164295","-46.268376216831","2.0385007698862934","20.300743844178392","2.0385007698862934","24.356962025316456","-0.9847598770367532","-15.398347388156127","5.992003111162128","71.63106424871546","2.2738083449685704","114.18412562830014","3.491211301049177","26.464859690537352","1.5970281603857173","15.740624762518628","19.112501989951816","116.24054994457416","2.0752136012791933","5.487029113601212","34342.108075624994","-0.5628450226257552","-1.1889065401428849","0.4081216202428324","26.204244370790867"
Godrej Properties Ltd,GODREJPROP,"Real Estate","33711.431989820005","66.02234256616475","16.719834086493055","66.02234256616475","13.037692836271944",,"13.037692836271944","49.56009913258983","97.69509275852224","97.69509275852224","3.886684720342374","63.66710522489609","63.66710522489609",,"2.3747500849371375","48.3929820804471","1.3730759147041014","48.50583062478022","50.02596041271698",,"13.229834972413558","2.4663839413560407","34208.25198982001",,,,"95.67055081255494"
Jubilant Foodworks Ltd,JUBLFOOD,"Restaurants & Cafes","33174.5390383","333.309583635442","6.219652671625688","9.746614586037092","7.4760030013273315","35.670780239457216","7.4760030013273315","63.0379746835443","-43.27490448914142","-62.3432949696756","16.968379318646804","197.8602410872629","12.712716768210411","61.57687060473317","5.696758740511342","139.11937419034422","0.614726513338826","30.579034827181207","46.83532702820044","64.27415134719257","7.80347789129842","8.526532757382725","34627.6990383","0.1442153461377792","-0.3760452044332672","0.23868130890555878","78.9155978835815"
Petronet LNG Ltd,PETRONET,"Oil & Gas - Storage & Transportation","33075.0019404","-4.186229619838889","0.6001643584936827","-27.508852458152294","0.7592112911962483","9.535053229204504","0.7592112911962483","11.060913705583758","-26.227093200920713","-21.684797759140572","2.4198700725851237","65.50794587582023","6.757040850970702","9.73808080778222","1.4620869468108437","13.040168852184397","1.8216275494826368","5.546679127167607","6.420729141842397","9.2188313539391","0.7187289768586903","1.8303701638023706","31311.391940399997","1.6206477115619657","3.39379195165115","5.215419501133787","9.620111613764562"
Gujarat Fluorochemicals Ltd,FLUOROCHEM,"Specialty Chemicals","32892.93475","377.93471255360134","5.6591354080610285","64.3797717946899","7.995093689082044","44.36777149061872","7.995093689082044","24.670454545454547","204.64511527140215","18.94278400348895","7.77555604803442","192.15570106377038","7.837727045013939","488.3880438010392","2.661442518397821","13.71639143169999","2.279245572413523","25.772220905472405","30.48447810144269","508.56799925760936","8.32544705576378","5.919805660550191","34252.05475","-0.3485394015850806","-2.145660654150795","0.13358491826272811","41.78631648817916"
REC Ltd,RECLTD,"Specialized Finance","32612.47924","-58.455197560609136",,"-5.944846879399327","0.8290071796071096",,"0.8290071796071096",,"-85.7450810583532","-30.208850877337465","0.635546160606929","-73.0548140766615","-6.183247207907351",,"2.358663111158764","22.79666898588442","0.8987054277845777","29.159121683507685","29.20190846568891",,"9.227315228576078","0.9444225458549879","362995.19924","0.25209675617923644","8.366534782146791","9.265240209931369","3.2496466853333597"
Embassy Office Parks REIT,EMBASSY,"Real Estate","32216.064643341","28.773526372518603","8.687595135005648","28.773526372518603","10.112552662117555","13.610677213205491","10.112552662117555","31.84620714896067","-25.064701507591998","-25.064701507591998","1.244503049379469","-47.59435709579466","-47.59435709579466","33.34996339890373","2.3747500849371375","48.3929820804471","1.3730759147041014","17.348918838559356","25.360259422033664","45.28013938234059","13.73008385571404","1.1503773690587291","43740.614643341","5.029414342361925","5.029414342361925","6.4024902570660265","36.26342557136055"
Vedant Fashions Ltd,MANYAVAR,"Textiles","31389.411870795","1567.9338449824522","22.762885260861093","1203.7479960026344","28.777296653552078","89.42342849636773","28.777296653552078","74.67816091954025","-28.351168618410867","224.69451642859238","28.990719721073386","408.89849898174157","73.07901168427576","90.00290133844192","5.696758740511342","139.11937419034422","0.614726513338826","57.259347509701364","69.22769774675484","89.60933556255019","28.651458942577264","22.95521790956267","31252.151870795","-0.7243580745069989","-0.22812626418631926","0.38660024915250674","99.67740583276176"
UNO Minda Ltd,UNOMINDA,"Auto Parts","31276.330530409996","116.42681284739363","2.7984193582790926","93.45472341281906","3.7340681201644226","81.68703126412974","3.7340681201644226","50.624413145539904","-36.81380040729554","47.83449352493265","8.307677941539279","45.83166182659124","87.97020482863213",,"5.696758740511342","139.11937419034422","0.614726513338826","34.06001131505905","58.033221693934244",,"3.8562991772159294","6.859903607149986","32300.130530409995","-0.38883302283697424","-0.4777441198692863","0.13698239346953972","87.90424544803227"
Oberoi Realty Ltd,OBEROIRLTY,"Real Estate","31231.422","32.92083438029491","8.399936083948036","32.92083438029491","10.438239717648948","29.222930019743057","10.438239717648948","21.34125","-38.36528934893837","-38.36528934893837","2.998368109491616","26.260364343601502","26.260364343601502",,"2.3747500849371375","48.3929820804471","1.3730759147041014","22.24392786167179","22.858587107529875",,"10.998329556620613","2.479519967810989","32907.222","-1.023810130072201","-1.023810130072201","0.3492657846319005","29.826874480703673"
APL Apollo Tubes Ltd,APLAPOLLO,"Building Products - Pipes","31169.210185459997","-18.981482301114827","1.8429974573303347","3.867553982476633","2.378635404443895","47.826809755044415","2.378635404443895","45.69795918367347","1.809634802472175","92.10631260615463","12.649790457611779","149.7241226791589","159.5313870703378","566.095353895023","5.06550601595826","54.935827136266845","0.5805016216087817","32.025077286012845","36.00524662172245","573.357068388303","2.409147880958377","10.366717845765342","31569.04018546","-0.21900195618934187","-0.29946089430519635","0.28104072730358537","55.92996498315068"
Biocon Ltd,BIOCON,"Biotechnology","31044.0477616","-7.549427213960268","2.8836672912957937","0","3.6971724322174184","26.384538298147206","3.6971724322174184","34.806517311608964","36.01853639260656","0","3.278146542935586","-23.837222342309715","0",,"4.304132075735273","35.19956037429971","0.9002797474416026","18.372538882299306","32.60963906119726",,"4.080525416127764","2.344112020688806","34262.9477616","0","-0.7069093452923885","0.19337040214921405","47.877926837754366"
Supreme Industries Ltd,SUPREMEIND,"Plastic Products","30308.611182","126.55584363119895","3.5382879599201926","18.203506396333523","3.7899218199960987","64.42746249601429","3.7899218199960987","40.43151815181518","128.16496698311855","-4.305576160082469","7.883915965726415","196.22717421950952","18.942169264917442","61854.30853469273","2.661442518397821","13.71639143169999","2.279245572413523","20.340203335947347","24.11445367320704","60873.24731020295","3.729810480470567","7.66775950427245","29827.891182","0.040253978730376394","-1.273378011642358","1.0058675607711651","31.295999981413583"
Persistent Systems Ltd,PERSISTENT,"Software Services","30032.78635","23.724122866390868","3.5482791008798364","-2.680989177350627","5.129679582763279","35.542179611593035","5.129679582763279","31.80759702725021","66.9315529712131","47.59442212099334","8.916489179776914","23.44054656856658","29.368753106788184","65.34690996322809","7.223306626258447","26.059297308153045","1.8554224046316583","26.550276600763965","31.258659520146978","63.66948008007136","4.998002693557836","7.414728768893562","29261.85635","-0.8936726748789272","-1.066507925506081","0.7889144791255773","43.50118968988541"
